Package name;OSSGadget URL;Metadata URL;Homepage URL;PyPI URL;PyPI 2 URL;Statistics URL;Readthedocs URL;PyPI badge URL;Final URL;Real URL
peakutils;;;;;;;https://github.com/irskep/sphinx-better-theme;;https://github.com/irskep/sphinx-better-theme;https://github.com/lucashn/peakutils
testresources;;;;;;;;;;https://github.com/testing-cabal/testresources
construct;;;https://github.com/construct/construct;;;;;;https://github.com/construct/construct;https://github.com/construct/construct
asyncssh;https://github.com/ronf/asyncssh;;;;https://github.com/jedisct1/libsodium;;https://github.com/ronf/asyncssh;;https://github.com/jedisct1/libsodium;https://github.com/ronf/asyncssh
twitter-common-lang;https://github.com/twitter-archive/commons;https://github.com/twitter-archive/commons;;;https://github.com/twitter-archive/commons;https://github.com/twitter-archive/commons;;;https://github.com/twitter-archive/commons;https://github.com/twitter-archive/commons
twitter-common-dirutil;https://github.com/twitter-archive/commons;https://github.com/twitter-archive/commons;;;https://github.com/twitter-archive/commons;https://github.com/twitter-archive/commons;;;https://github.com/twitter-archive/commons;https://github.com/twitter-archive/commons
pycontracts;https://github.com/andreacensi/contracts;;;;;https://github.com/andreacensi/contracts;;;https://github.com/andreacensi/contracts;https://github.com/andreacensi/contracts
twitter-common-options;https://github.com/twitter-archive/commons;https://github.com/twitter-archive/commons;;;https://github.com/twitter-archive/commons;https://github.com/twitter-archive/commons;;;https://github.com/twitter-archive/commons;https://github.com/twitter-archive/commons
twitter-common-log;https://github.com/twitter-archive/commons;https://github.com/twitter-archive/commons;;;https://github.com/twitter-archive/commons;https://github.com/twitter-archive/commons;;;https://github.com/twitter-archive/commons;https://github.com/twitter-archive/commons
flask-debugtoolbar;https://github.com/jazzband/django-debug-toolbar;;https://github.com/flask-debugtoolbar/flask-debugtoolbar;;https://github.com/jazzband/django-debug-toolbar;;https://github.com/flask-debugtoolbar/flask-debugtoolbar;https://github.com/flask-debugtoolbar/flask-debugtoolbar;https://github.com/flask-debugtoolbar/flask-debugtoolbar;https://github.com/flask-debugtoolbar/flask-debugtoolbar
testrepository;;;https://github.com/testing-cabal/testrepository;;;;;;https://github.com/testing-cabal/testrepository;https://github.com/testing-cabal/testrepository
comet-ml;;;;;;;;;;https://github.com/comet-ml/comet-ml
pyopengl;https://github.com/mcfletch/pyopengl;;;;;;;https://github.com/mcfletch/pyopengl;https://github.com/mcfletch/pyopengl;https://github.com/mcfletch/pyopengl
eyed3;https://github.com/nicfit/eyed3;;;;;;;https://github.com/nicfit/eyed3;https://github.com/nicfit/eyed3;https://github.com/nicfit/eyed3
meson;;;https://github.com/mesonbuild/meson;;;;;;https://github.com/mesonbuild/meson;https://github.com/mesonbuild/meson
pysmb;;;https://github.com/miketeo/pysmb;;;;;;https://github.com/miketeo/pysmb;https://github.com/miketeo/pysmb
gdata;;;https://github.com/google/gdata-python-client;;;;;;https://github.com/google/gdata-python-client;https://github.com/google/gdata-python-client
homeassistant;https://github.com/home-assistant/core;;;;;https://github.com/home-assistant/core;;;https://github.com/home-assistant/core;https://github.com/home-assistant/core
oss2;https://github.com/aliyun/aliyun-oss-python-sdk;;;;https://github.com/psf/requests;;;https://github.com/aliyun/aliyun-oss-python-sdk;https://github.com/psf/requests;https://github.com/aliyun/aliyun-oss-python-sdk
pylama;https://github.com/klen/pylama;;;;;;;;;https://github.com/klen/pylama
tf-nightly;https://github.com/tensorflow/tensorflow;;;;;https://github.com/tensorflow/tensorflow;;;https://github.com/tensorflow/tensorflow;https://github.com/tensorflow/tensorflow
wxpython;https://github.com/wxwidgets/phoenix;;;;;;;;;https://github.com/wxwidgets/phoenix
deap;https://github.com/deap/deap;;;;https://github.com/soravux/scoop;;https://github.com/soravux/scoop;https://github.com/deap/deap;https://github.com/soravux/scoop;https://github.com/deap/deap
patool;;;https://github.com/wummel/patool;;;;;;https://github.com/wummel/patool;https://github.com/wummel/patool
django-configurations;;;https://github.com/jazzband/django-configurations;;;;https://github.com/jazzband/django-configurations;https://github.com/jazzband/django-configurations;https://github.com/jazzband/django-configurations;https://github.com/jazzband/django-configurations
keystonemiddleware;https://github.com/openstack/keystone;;https://github.com/openstack/keystonemiddleware;;https://github.com/openstack/keystone;;;;https://github.com/openstack/keystonemiddleware;https://github.com/openstack/keystonemiddleware
ipfshttpclient;https://github.com/ipfs-shipyard/py-ipfs-http-client;;;;https://github.com/richardlitt/standard-readme;;https://github.com/python/mypy;https://github.com/richardlitt/standard-readme;https://github.com/richardlitt/standard-readme;https://github.com/ipfs-shipyard/py-ipfs-http-client
pyramid-tm;https://github.com/pylons/pyramid_tm;;;;;;;https://github.com/pylons/pyramid_tm;https://github.com/pylons/pyramid_tm;https://github.com/pylons/pyramid_tm
pysolar;;;https://github.com/pingswept/pysolar;;;;;;https://github.com/pingswept/pysolar;https://github.com/pingswept/pysolar
aiokafka;;;https://github.com/aio-libs/aiokafka;;;;;;https://github.com/aio-libs/aiokafka;https://github.com/aio-libs/aiokafka
ovs;;;https://github.com/openvswitch/ovs;;;;;;https://github.com/openvswitch/ovs;https://github.com/openvswitch/ovs
pyminizip;https://github.com/smihica/pyminizip;https://github.com/smihica/pyminizip;https://github.com/smihica/pyminizip;https://github.com/smihica/pyminizip;https://github.com/smihica/pyminizip;https://github.com/smihica/pyminizip;;;https://github.com/smihica/pyminizip;https://github.com/smihica/pyminizip
web-py;https://github.com/webpy/webpy;;;;;;;https://github.com/webpy/webpy;https://github.com/webpy/webpy;https://github.com/webpy/webpy
websocket;;;;;;;;;;
petname;;;;;;;;;;https://github.com/dustinkirkland/python-petname
repoze-who;;;;;https://github.com/repoze/repoze.who;;;https://github.com/repoze/repoze.who;https://github.com/repoze/repoze.who;https://github.com/repoze/repoze.who
sphinxcontrib-napoleon;https://github.com/numpy/numpy;;;;;;https://github.com/numpy/numpy;;https://github.com/numpy/numpy;https://github.com/sphinx-contrib/napoleon
azure-functions;https://github.com/azure/azure-functions-ux;;;;;;;;;https://github.com/azure/azure-functions-python-library
xstatic-bootstrap-scss;https://github.com/twbs/bootstrap-sass;https://github.com/twbs/bootstrap-sass;;;https://github.com/twbs/bootstrap-sass;https://github.com/twbs/bootstrap-sass;;;https://github.com/twbs/bootstrap-sass;https://github.com/openstack/xstatic-bootstrap-scss
pycld2;https://github.com/abosamoor/pycld2;https://github.com/abosamoor/pycld2;https://github.com/abosamoor/pycld2;https://github.com/abosamoor/pycld2;https://github.com/abosamoor/pycld2;https://github.com/abosamoor/pycld2;;https://github.com/abosamoor/pycld2;https://github.com/abosamoor/pycld2;https://github.com/abosamoor/pycld2
pbkdf2;;;https://github.com/dlitz/python-pbkdf2;;;;;;https://github.com/dlitz/python-pbkdf2;https://github.com/dlitz/python-pbkdf2
googleappenginecloudstorageclient;https://github.com/googlecloudplatform/appengine-gcs-client;https://github.com/googlecloudplatform/appengine-gcs-client;;;https://github.com/googlecloudplatform/appengine-gcs-client;https://github.com/googlecloudplatform/appengine-gcs-client;;;https://github.com/googlecloudplatform/appengine-gcs-client;https://github.com/googlecloudplatform/appengine-gcs-client
bashate;https://github.com/pycqa/pycodestyle;;;;;;;;;https://github.com/openstack/bashate
xlutils;;;https://github.com/python-excel/xlutils;;;;;https://github.com/python-excel/xlutils;https://github.com/python-excel/xlutils;https://github.com/python-excel/xlutils
cloudinary;https://github.com/cloudinary/pycloudinary;;;;https://github.com/cloudinary/cloudinary_js;;;;https://github.com/cloudinary/cloudinary_js;https://github.com/cloudinary/pycloudinary
fastai;https://github.com/fastai/fastai;;;;https://github.com/fastai/docker-containers;https://github.com/fastai/fastai;;https://github.com/fastai/docker-containers;https://github.com/fastai/docker-containers;https://github.com/fastai/fastai
twitter;;;https://github.com/python-twitter-tools/twitter;;;;;https://github.com/python-twitter-tools/twitter;https://github.com/python-twitter-tools/twitter;https://github.com/sixohsix/twitter
atpublic;;;;;;;https://github.com/readthedocs/sphinx_rtd_theme;;https://github.com/readthedocs/sphinx_rtd_theme;
faulthandler;;;;;;;;https://github.com/vstinner/faulthandler;https://github.com/vstinner/faulthandler;https://github.com/vstinner/faulthandler
streamlit;;;;;;;;;;https://github.com/streamlit/streamlit
os-testr;;;;;;;https://github.com/mtreinish/stestr;;https://github.com/mtreinish/stestr;https://github.com/openstack/os-testr
blaze;https://github.com/blaze/blaze;;;https://github.com/blaze/blaze-tutorial;https://github.com/blaze/blaze-tutorial;;;https://github.com/blaze/blaze;https://github.com/blaze/blaze-tutorial;https://github.com/blaze/blaze
carbon;https://github.com/graphite-project/graphite-web;;https://github.com/graphite-project/carbon;https://github.com/graphite-project/carbon;https://github.com/graphite-project/graphite-web;;;;https://github.com/graphite-project/carbon;https://github.com/graphite-project/carbon
jsonpath;https://github.com/masukomi/jsonpath-perl;;https://github.com/masukomi/jsonpath-perl;https://github.com/masukomi/jsonpath-perl;;;;;https://github.com/masukomi/jsonpath-perl;
pyramid-debugtoolbar;https://github.com/pylons/pyramid_debugtoolbar;;;;;;;;;https://github.com/pylons/pyramid_debugtoolbar
pathmatch;;https://github.com/demurgos/py-pathmatch;https://github.com/demurgos/py-pathmatch;;;;;;https://github.com/demurgos/py-pathmatch;https://github.com/demurgos/py-pathmatch
jenkins-job-builder;;;;;;;https://github.com/readthedocs/sphinx_rtd_theme;;https://github.com/readthedocs/sphinx_rtd_theme;
kivy;;;;;;;;;;https://github.com/kivy/kivy
json-encoder;;;;;;;;https://github.com/nzme/json-encoder;https://github.com/nzme/json-encoder;https://github.com/nzme/json-encoder
google-python-cloud-debugger;https://github.com/googlecloudplatform/cloud-debug-python;https://github.com/googlecloudplatform/cloud-debug-python;;;https://github.com/googlecloudplatform/cloud-debug-python;https://github.com/googlecloudplatform/cloud-debug-python;;;https://github.com/googlecloudplatform/cloud-debug-python;https://github.com/googlecloudplatform/cloud-debug-python
kfp-server-api;https://github.com/kubeflow/pipelines;https://github.com/kubeflow/pipelines;;;https://github.com/kubeflow/pipelines;https://github.com/kubeflow/pipelines;;;https://github.com/kubeflow/pipelines;https://github.com/kubeflow/pipelines
simplekml;;;https://github.com/eisoldt/simplekml;;;;;;https://github.com/eisoldt/simplekml;https://github.com/eisoldt/simplekml
pyviz-comms;;;;;https://github.com/holoviz/holoviz;;;;https://github.com/holoviz/holoviz;https://github.com/holoviz/pyviz_comms
browsermob-proxy;;;https://github.com/automatedtester/browsermob-proxy-py;;;;;;https://github.com/automatedtester/browsermob-proxy-py;https://github.com/automatedtester/browsermob-proxy-py
pycountry-convert;;;;;;;https://github.com/readthedocs/sphinx_rtd_theme;;https://github.com/readthedocs/sphinx_rtd_theme;
http-ece;https://github.com/web-push-libs/encrypted-content-encoding;https://github.com/web-push-libs/encrypted-content-encoding;;;https://github.com/web-push-libs/encrypted-content-encoding;https://github.com/web-push-libs/encrypted-content-encoding;;;https://github.com/web-push-libs/encrypted-content-encoding;https://github.com/web-push-libs/encrypted-content-encoding
gdal;;;https://github.com/osgeo/gdal;;;;;;https://github.com/osgeo/gdal;https://github.com/osgeo/gdal
positional;;;;;;;;https://github.com/morganfainberg/positional;https://github.com/morganfainberg/positional;https://github.com/morganfainberg/positional
bpython;;;;;;;;;;https://github.com/bpython/bpython
holoviews;https://github.com/holoviz/holoviews;;;;;;;https://github.com/holoviz/holoviews;https://github.com/holoviz/holoviews;https://github.com/holoviz/holoviews
taskflow;;;;;;;;;;https://github.com/openstack/taskflow
netstorageapi;;;;;;;;https://github.com/akamai/netstoragekit-python;https://github.com/akamai/netstoragekit-python;https://github.com/akamai/netstoragekit-python
hpsklearn;https://github.com/hyperopt/hyperopt-sklearn;;;;;https://github.com/hyperopt/hyperopt-sklearn;;;https://github.com/hyperopt/hyperopt-sklearn;https://github.com/hyperopt/hyperopt-sklearn
twitter-common-confluence;https://github.com/twitter-archive/commons;https://github.com/twitter-archive/commons;;;https://github.com/twitter-archive/commons;https://github.com/twitter-archive/commons;;;https://github.com/twitter-archive/commons;https://github.com/twitter-archive/commons
proto-google-cloud-spanner-v1;https://github.com/googleapis/googleapis;https://github.com/googleapis/googleapis;;;https://github.com/googleapis/googleapis;https://github.com/googleapis/googleapis;;;https://github.com/googleapis/googleapis;https://github.com/googleapis/googleapis
gapic-google-cloud-spanner-v1;https://github.com/googleapis/googleapis;https://github.com/googleapis/googleapis;;;https://github.com/googleapis/googleapis;https://github.com/googleapis/googleapis;;;https://github.com/googleapis/googleapis;https://github.com/googleapis/googleapis
gapic-google-cloud-spanner-admin-instance-v1;https://github.com/googleapis/googleapis;https://github.com/googleapis/googleapis;;;https://github.com/googleapis/googleapis;https://github.com/googleapis/googleapis;;;https://github.com/googleapis/googleapis;https://github.com/googleapis/googleapis
gapic-google-cloud-spanner-admin-database-v1;https://github.com/googleapis/googleapis;https://github.com/googleapis/googleapis;;;https://github.com/googleapis/googleapis;https://github.com/googleapis/googleapis;;;https://github.com/googleapis/googleapis;https://github.com/googleapis/googleapis
proto-google-cloud-spanner-admin-instance-v1;https://github.com/googleapis/googleapis;https://github.com/googleapis/googleapis;;;https://github.com/googleapis/googleapis;https://github.com/googleapis/googleapis;;;https://github.com/googleapis/googleapis;https://github.com/googleapis/googleapis
proto-google-cloud-spanner-admin-database-v1;https://github.com/googleapis/googleapis;https://github.com/googleapis/googleapis;;;https://github.com/googleapis/googleapis;https://github.com/googleapis/googleapis;;;https://github.com/googleapis/googleapis;https://github.com/googleapis/googleapis
dai-sgqlc-3-5;https://github.com/graphql/graphiql;;;;https://github.com/graphql/graphiql;;https://github.com/pypa/pipenv;;https://github.com/graphql/graphiql;https://github.com/profusion/sgqlc
pysal;https://github.com/pysal/pysal;;;;https://github.com/psf/black;;;https://github.com/pysal/pysal;https://github.com/psf/black;https://github.com/pysal/pysal
tensorflow-cpu;https://github.com/tensorflow/tensorflow;;;;;https://github.com/tensorflow/tensorflow;;;https://github.com/tensorflow/tensorflow;https://github.com/tensorflow/tensorflow
logger;;;;;;;;;;
systemd-python;https://github.com/systemd/python-systemd;https://github.com/systemd/python-systemd;;;https://github.com/systemd/python-systemd;https://github.com/systemd/python-systemd;;;https://github.com/systemd/python-systemd;https://github.com/systemd/python-systemd
repoze-sendmail;;;;;;;;https://github.com/repoze/repoze.sendmail;https://github.com/repoze/repoze.sendmail;https://github.com/repoze/repoze.sendmail
ocspresponder;;;;;https://github.com/wbond/ocspbuilder;;;;https://github.com/wbond/ocspbuilder;
pylzma;;;https://github.com/fancycode/pylzma;;;;;;https://github.com/fancycode/pylzma;https://github.com/fancycode/pylzma
geoip;;;;;;;;;;https://github.com/maxmind/geoip-api-python
hypercorn;https://github.com/python-hyper/h2;;;;https://github.com/python-hyper/h11;;https://github.com/tox-dev/tox;;https://github.com/python-hyper/h11;
twitter-ads;https://github.com/twitterdev/twitter-python-ads-sdk;;;;;https://github.com/twitterdev/twitter-python-ads-sdk;;;https://github.com/twitterdev/twitter-python-ads-sdk;https://github.com/twitterdev/twitter-python-ads-sdk
twitter-common-contextutil;https://github.com/twitter-archive/commons;https://github.com/twitter-archive/commons;;;https://github.com/twitter-archive/commons;https://github.com/twitter-archive/commons;;;https://github.com/twitter-archive/commons;https://github.com/twitter-archive/commons
stem;;;https://github.com/torproject/stem;;;;;;https://github.com/torproject/stem;https://github.com/torproject/stem
twitter-common-util;https://github.com/twitter-archive/commons;https://github.com/twitter-archive/commons;;;https://github.com/twitter-archive/commons;https://github.com/twitter-archive/commons;;;https://github.com/twitter-archive/commons;https://github.com/twitter-archive/commons
twitter-common-app;https://github.com/twitter-archive/commons;;;;;https://github.com/twitter-archive/commons;;;https://github.com/twitter-archive/commons;https://github.com/twitter/commons
twitter-common-process;https://github.com/twitter-archive/commons;https://github.com/twitter-archive/commons;;;https://github.com/twitter-archive/commons;https://github.com/twitter-archive/commons;;;https://github.com/twitter-archive/commons;https://github.com/twitter-archive/commons
twitter-common-string;https://github.com/twitter-archive/commons;https://github.com/twitter-archive/commons;;;https://github.com/twitter-archive/commons;https://github.com/twitter-archive/commons;;;https://github.com/twitter-archive/commons;https://github.com/twitter-archive/commons
plotly-express;https://github.com/plotly/plotly_express;;;;;https://github.com/plotly/plotly_express;;;https://github.com/plotly/plotly_express;https://github.com/plotly/plotly_express
tox-monorepo;https://github.com/azure/azure-sdk-tools;https://github.com/azure/azure-sdk-tools;;;https://github.com/azure/azure-sdk-tools;https://github.com/azure/azure-sdk-tools;;;https://github.com/azure/azure-sdk-tools;https://github.com/azure/azure-sdk-tools
dedupe;;https://github.com/dedupeio/dedupe;;https://github.com/dedupeio/dedupe;https://github.com/dedupeio/dedupe;https://github.com/dedupeio/dedupe;;;https://github.com/dedupeio/dedupe;https://github.com/dedupeio/dedupe
pydns;;;;;;;;;;
dvc;;;https://github.com/iterative/dvc;https://github.com/iterative/dvc;https://github.com/iterative/dvc;https://github.com/iterative/dvc;;https://github.com/iterative/dvc;https://github.com/iterative/dvc;https://github.com/iterative/dvc
pytorch;;;;;;;;;;
datefinder;;https://github.com/akoumjian/datefinder;https://github.com/akoumjian/datefinder;https://github.com/akoumjian/datefinder;https://github.com/akoumjian/datefinder;https://github.com/akoumjian/datefinder;;https://github.com/akoumjian/datefinder;https://github.com/akoumjian/datefinder;https://github.com/akoumjian/datefinder
rook;;;;;;;;;;
pyfarmhash;https://github.com/veelion/python-farmhash;https://github.com/veelion/python-farmhash;;;https://github.com/veelion/python-farmhash;https://github.com/veelion/python-farmhash;;;https://github.com/veelion/python-farmhash;https://github.com/veelion/python-farmhash
sphinx-bootstrap-theme;;;https://github.com/ryan-roemer/sphinx-bootstrap-theme;https://github.com/ryan-roemer/sphinx-bootstrap-theme;;;;;https://github.com/ryan-roemer/sphinx-bootstrap-theme;https://github.com/ryan-roemer/sphinx-bootstrap-theme
lmfit;;;https://github.com/lmfit/lmfit-py;;;;;;https://github.com/lmfit/lmfit-py;https://github.com/lmfit/lmfit-py
edx-organizations;;https://github.com/edx/edx-organizations;https://github.com/edx/edx-organizations;https://github.com/edx/edx-organizations;https://github.com/edx/edx-organizations;https://github.com/edx/edx-organizations;;;https://github.com/edx/edx-organizations;https://github.com/edx/edx-organizations
mechanicalsoup;https://github.com/mechanicalsoup/mechanicalsoup;;;;;;https://github.com/jjlee/mechanize;https://github.com/mechanicalsoup/mechanicalsoup;https://github.com/jjlee/mechanize;https://github.com/mechanicalsoup/mechanicalsoup
pyqtgraph;;;;;;;;;;https://github.com/pyqtgraph/pyqtgraph
python-jsonschema-objects;;;https://github.com/cwacek/python-jsonschema-objects;;;;;;https://github.com/cwacek/python-jsonschema-objects;https://github.com/cwacek/python-jsonschema-objects
simhash;;;https://github.com/1e0ng/simhash;;;;;;https://github.com/1e0ng/simhash;https://github.com/leonsim/simhash
python-igraph;;;https://github.com/igraph/python-igraph;;;;https://github.com/kozea/cairocffi;;https://github.com/igraph/python-igraph;https://github.com/igraph/python-igraph
bcdoc;;;;;;;;https://github.com/boto/bcdoc;https://github.com/boto/bcdoc;https://github.com/boto/bcdoc
doc-warden;https://github.com/azure/azure-sdk-tools;https://github.com/azure/azure-sdk-tools;;;;https://github.com/azure/azure-sdk-tools;;;https://github.com/azure/azure-sdk-tools;https://github.com/azure/azure-sdk-tools
python-mistralclient;;;https://github.com/openstack/python-mistralclient;;;;;;https://github.com/openstack/python-mistralclient;https://github.com/openstack/python-mistralclient
frida;;;https://github.com/frida/frida;;;;;;https://github.com/frida/frida;https://github.com/frida/frida
salt;https://github.com/saltstack/salt;;;;;;;;;https://github.com/saltstack/salt
quart;;;;;;;https://github.com/tox-dev/tox;;https://github.com/tox-dev/tox;https://github.com/pgjones/quart
colcon-output;https://github.com/colcon/colcon-output;;;;;;;;;https://github.com/colcon/colcon-output
locust;;https://github.com/locustio/locust;https://github.com/locustio/locust;;https://github.com/locustio/locust;https://github.com/locustio/locust;;https://github.com/locustio/locust;https://github.com/locustio/locust;https://github.com/locustio/locust
pomegranate;;;;;;;;;;https://github.com/jmschrei/pomegranate
pydevd-pycharm;https://github.com/jetbrains/intellij-community;https://github.com/jetbrains/intellij-community;;;https://github.com/jetbrains/intellij-community;https://github.com/jetbrains/intellij-community;;https://github.com/fabioz/pydev.debugger;https://github.com/jetbrains/intellij-community;https://github.com/fabioz/pydev.debugger
tabula-py;;https://github.com/chezou/tabula-py;https://github.com/chezou/tabula-py;https://github.com/chezou/tabula-py;https://github.com/chezou/tabula-py;https://github.com/chezou/tabula-py;https://github.com/chezou/tabula-py;https://github.com/chezou/tabula-py;https://github.com/chezou/tabula-py;https://github.com/chezou/tabula-py
pydeck;https://github.com/visgl/deck.gl;;https://github.com/visgl/deck.gl;https://github.com/visgl/deck.gl;;https://github.com/visgl/deck.gl;;;https://github.com/visgl/deck.gl;https://github.com/visgl/deck.gl
slugid;;;https://github.com/taskcluster/slugid.py;;;;;;https://github.com/taskcluster/slugid.py;https://github.com/taskcluster/slugid.py
bpemb;;;https://github.com/bheinzerling/bpemb;;;;;;https://github.com/bheinzerling/bpemb;https://github.com/bheinzerling/bpemb
ryu;https://github.com/faucetsdn/ryu;;;;;;https://github.com/faucetsdn/ryu;;https://github.com/faucetsdn/ryu;https://github.com/osrg/ryu
pypowervm;;;;;;;;;;https://github.com/powervm/pypowervm
pafy;;;;;;;;https://github.com/mps-youtube/pafy;https://github.com/mps-youtube/pafy;https://github.com/mps-youtube/pafy
python-owasp-zap-v2-4;https://github.com/zaproxy/zap-api-python;;;;;https://github.com/zaproxy/zap-api-python;;;https://github.com/zaproxy/zap-api-python;https://github.com/zaproxy/zap-api-python
delighted;;;;;;;;https://github.com/delighted/delighted-python;https://github.com/delighted/delighted-python;https://github.com/delighted/delighted-python
openexr;;;;;;;;;;
teradatasql;https://github.com/teradata/python-driver;;;;;;;;;https://github.com/teradata/python-driver
optunity;https://github.com/claesenm/optunity;;;;;;;https://github.com/claesenm/optunity;https://github.com/claesenm/optunity;https://github.com/claesenm/optunity
cmake-format;;;;;;;https://github.com/cheshirekow/cmake-tools-rtd;;https://github.com/cheshirekow/cmake-tools-rtd;https://github.com/cheshirekow/cmake-tools-rtd
update;;;;;;;;;;
constructs;https://github.com/aws/constructs;https://github.com/aws/constructs;https://github.com/aws/constructs;https://github.com/aws/constructs;https://github.com/aws/constructs;https://github.com/aws/constructs;;;https://github.com/aws/constructs;https://github.com/aws/constructs
plaidml;;;;;;;;;;https://github.com/plaidml/plaidml
simpy;https://github.com/r-simmer/simmer;;;;https://github.com/heal-research/simsharp;;https://github.com/readthedocs/sphinx_rtd_theme;;https://github.com/heal-research/simsharp;
orionsdk;https://github.com/solarwinds/orionsdk-python;;;;;;;;;https://github.com/solarwinds/orionsdk-python
chargebee;;;https://github.com/chargebee/chargebee-python;;;;;;https://github.com/chargebee/chargebee-python;https://github.com/chargebee/chargebee-python
python-firebase;;;https://github.com/ozgur/python-firebase;;;;;https://github.com/ozgur/python-firebase;https://github.com/ozgur/python-firebase;https://github.com/ozgur/python-firebase
cloudbridge;;;https://github.com/cloudve/cloudbridge;;;;;;https://github.com/cloudve/cloudbridge;https://github.com/cloudve/cloudbridge
zc-buildout;https://github.com/buildout/buildout;;;;https://github.com/buildout/buildout.wheel;;;https://github.com/buildout/buildout;https://github.com/buildout/buildout.wheel;https://github.com/buildout/buildout
yaql;;;https://github.com/openstack/yaql;;;;https://github.com/openstack/yaql;;https://github.com/openstack/yaql;https://github.com/openstack/yaql
circus;;;;https://github.com/circus-tent/circus;;;https://github.com/circus-tent/circus;;https://github.com/circus-tent/circus;https://github.com/circus-tent/circus
django-hijack-admin;https://github.com/django-hijack/django-hijack;;;;;;;;;https://github.com/arteria/django-hijack
aws-kinesis-agg;https://github.com/awslabs/kinesis-aggregation;https://github.com/awslabs/kinesis-aggregation;;;https://github.com/awslabs/kinesis-aggregation;https://github.com/awslabs/kinesis-aggregation;;;https://github.com/awslabs/kinesis-aggregation;https://github.com/awslabs/kinesis-aggregation
helper;;;https://github.com/gmr/helper;;;;https://github.com/gmr/helper;;https://github.com/gmr/helper;https://github.com/gmr/helper
json-minify;https://github.com/getify/json.minify;;;;;https://github.com/getify/json.minify;;;https://github.com/getify/json.minify;https://github.com/getify/json.minify
darglint;https://github.com/terrencepreilly/darglint;;;https://github.com/raddessi/sublimelinter-contrib-darglint;https://github.com/raddessi/sublimelinter-contrib-darglint;;https://github.com/numpy/numpydoc;;https://github.com/raddessi/sublimelinter-contrib-darglint;https://github.com/terrencepreilly/darglint
murmurhash3;https://github.com/veegee/mmh3;;;;https://github.com/veegee/mmh3;;;;https://github.com/veegee/mmh3;https://github.com/veegee/mmh3
pyramid-beaker;https://github.com/pylons/pyramid_beaker;;;;;;;;;https://github.com/pylons/pyramid_beaker
sas7bdat;https://github.com/biostatmatt/sas7bdat;;;https://github.com/biostatmatt/sas7bdat;https://github.com/biostatmatt/sas7bdat;;;;https://github.com/biostatmatt/sas7bdat;
pyobjc-framework-launchservices;;;;;;;https://github.com/ronaldoussoren/pyobjc;;https://github.com/ronaldoussoren/pyobjc;https://github.com/ronaldoussoren/pyobjc
zvmcloudconnector;https://github.com/mfcloud/python-zvm-sdk;https://github.com/mfcloud/python-zvm-sdk;;;https://github.com/mfcloud/python-zvm-sdk;https://github.com/mfcloud/python-zvm-sdk;;;https://github.com/mfcloud/python-zvm-sdk;https://github.com/mfcloud/python-zvm-sdk
django-slack;;;https://github.com/lamby/django-slack;;;;;;https://github.com/lamby/django-slack;https://github.com/lamby/django-slack
